 s_acctbal |       s_name       |  n_name   | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   1760.72 | Supplier#000003742 | Nation14  |    143741 | Manufacturer#3            | XpkoI4N mdygllzVlC1SXvE29Pk0wm           | 24-782-883-7076 | ptotes cajole slyly express accounts-- slyly regular packages print
   1713.31 | Supplier#000007946 | INDIA     |    122921 | Manufacturer#3            | FUd4 jbvufK3cdff4ApgvtUkIBhIYa3y         | 18-662-165-9885 | ts mold blithely ideas. furious, pending deposits about the pending, even dependen
   1713.31 | Supplier#000007946 | INDIA     |    122921 | Manufacturer#3            | FUd4 jbvufK3cdff4ApgvtUkIBhIYa3y         | 18-662-165-9885 | ts mold blithely ideas. furious, pending deposits about the pending, even dependen
   1713.31 | Supplier#000007946 | INDIA     |    122921 | Manufacturer#3            | FUd4 jbvufK3cdff4ApgvtUkIBhIYa3y         | 18-662-165-9885 | ts mold blithely ideas. furious, pending deposits about the pending, even dependen
   1713.31 | Supplier#000007946 | INDIA     |    122921 | Manufacturer#3            | FUd4 jbvufK3cdff4ApgvtUkIBhIYa3y         | 18-662-165-9885 | ts mold blithely ideas. furious, pending deposits about the pending, even dependen
   1713.31 | Supplier#000007946 | Nation8   |    122921 | Manufacturer#3            | FUd4 jbvufK3cdff4ApgvtUkIBhIYa3y         | 18-662-165-9885 | ts mold blithely ideas. furious, pending deposits about the pending, even dependen
   1713.31 | Supplier#000007946 | Nation8   |    122921 | Manufacturer#3            | FUd4 jbvufK3cdff4ApgvtUkIBhIYa3y         | 18-662-165-9885 | ts mold blithely ideas. furious, pending deposits about the pending, even dependen
   1682.50 | Supplier#000006543 | INDIA     |      4042 | Manufacturer#2            | u3 yVNH8Fa2hBi,My2                       | 18-570-252-4956 | riously. carefully ironic accounts haggle furiously. blithely final deposits about 
   1682.50 | Supplier#000006543 | INDIA     |      4042 | Manufacturer#2            | u3 yVNH8Fa2hBi,My2                       | 18-570-252-4956 | riously. carefully ironic accounts haggle furiously. blithely final deposits about 
   1682.50 | Supplier#000006543 | INDIA     |      4042 | Manufacturer#2            | u3 yVNH8Fa2hBi,My2                       | 18-570-252-4956 | riously. carefully ironic accounts haggle furiously. blithely final deposits about 
   1682.50 | Supplier#000006543 | INDIA     |      4042 | Manufacturer#2            | u3 yVNH8Fa2hBi,My2                       | 18-570-252-4956 | riously. carefully ironic accounts haggle furiously. blithely final deposits about 
   1682.50 | Supplier#000006543 | Nation8   |      4042 | Manufacturer#2            | u3 yVNH8Fa2hBi,My2                       | 18-570-252-4956 | riously. carefully ironic accounts haggle furiously. blithely final deposits about 
   1682.50 | Supplier#000006543 | Nation8   |      4042 | Manufacturer#2            | u3 yVNH8Fa2hBi,My2                       | 18-570-252-4956 | riously. carefully ironic accounts haggle furiously. blithely final deposits about 
   1662.97 | Supplier#000006411 | Nation5   |     16410 | Manufacturer#5            | JsXBFa8pcpcCE                            | 15-967-750-3353 | gular requests detect whithout the carefully ironic requests. blithely re
   1662.97 | Supplier#000006411 | Nation5   |     16410 | Manufacturer#5            | JsXBFa8pcpcCE                            | 15-967-750-3353 | gular requests detect whithout the carefully ironic requests. blithely re
   1637.14 | Supplier#000009905 | INDONESIA |     14902 | Manufacturer#1            | 1cZJO9Z2dPjlc7eX6ES2RQocyMVyf            | 19-632-326-5760 | as according to the slyly regular asymptotes detec
   1637.14 | Supplier#000009905 | INDONESIA |     14902 | Manufacturer#1            | 1cZJO9Z2dPjlc7eX6ES2RQocyMVyf            | 19-632-326-5760 | as according to the slyly regular asymptotes detec
   1637.14 | Supplier#000009905 | INDONESIA |     14902 | Manufacturer#1            | 1cZJO9Z2dPjlc7eX6ES2RQocyMVyf            | 19-632-326-5760 | as according to the slyly regular asymptotes detec
   1637.14 | Supplier#000009905 | INDONESIA |     14902 | Manufacturer#1            | 1cZJO9Z2dPjlc7eX6ES2RQocyMVyf            | 19-632-326-5760 | as according to the slyly regular asymptotes detec
   1636.09 | Supplier#000000189 | INDONESIA |    135162 | Manufacturer#1            | SlPFDFJnn4gtrol                          | 19-482-239-6669 | y regular courts. furiously express deposits haggle slyl
   1636.09 | Supplier#000000189 | INDONESIA |    135162 | Manufacturer#1            | SlPFDFJnn4gtrol                          | 19-482-239-6669 | y regular courts. furiously express deposits haggle slyl
   1636.09 | Supplier#000000189 | INDONESIA |    135162 | Manufacturer#1            | SlPFDFJnn4gtrol                          | 19-482-239-6669 | y regular courts. furiously express deposits haggle slyl
   1636.09 | Supplier#000000189 | INDONESIA |    135162 | Manufacturer#1            | SlPFDFJnn4gtrol                          | 19-482-239-6669 | y regular courts. furiously express deposits haggle slyl
   1613.17 | Supplier#000006254 | Nation21  |    166253 | Manufacturer#2            | g7OY1vWNUb1vxIRgEl                       | 31-267-164-9506 | efully silent instructions wake slyly carefully special pinto beans. quickly even pat
   1613.17 | Supplier#000006254 | Nation21  |    166253 | Manufacturer#2            | g7OY1vWNUb1vxIRgEl                       | 31-267-164-9506 | efully silent instructions wake slyly carefully special pinto beans. quickly even pat
   1613.17 | Supplier#000006254 | VIETNAM   |    166253 | Manufacturer#2            | g7OY1vWNUb1vxIRgEl                       | 31-267-164-9506 | efully silent instructions wake slyly carefully special pinto beans. quickly even pat
   1613.17 | Supplier#000006254 | VIETNAM   |    166253 | Manufacturer#2            | g7OY1vWNUb1vxIRgEl                       | 31-267-164-9506 | efully silent instructions wake slyly carefully special pinto beans. quickly even pat
   1597.03 | Supplier#000003525 | CHINA     |    153524 | Manufacturer#4            | o7P4WyAXhI1qxY3s1Qfha0bIjWzi W el        | 28-266-188-7528 |  theodolites kindle blithely ev
   1597.03 | Supplier#000003525 | CHINA     |    153524 | Manufacturer#4            | o7P4WyAXhI1qxY3s1Qfha0bIjWzi W el        | 28-266-188-7528 |  theodolites kindle blithely ev
   1595.96 | Supplier#000009083 | JAPAN     |     74068 | Manufacturer#1            | wVIdyqHsk0UpdWUiW9YGz7HU8j               | 22-552-431-1228 | ly bold instructions. regular requests wake along the even accounts? requests
   1595.96 | Supplier#000009083 | JAPAN     |     74068 | Manufacturer#1            | wVIdyqHsk0UpdWUiW9YGz7HU8j               | 22-552-431-1228 | ly bold instructions. regular requests wake along the even accounts? requests
   1560.46 | Supplier#000009188 | Nation13  |    144159 | Manufacturer#1            | BbyEfF1ff E3WNsMWSN0c,IZKt7Hu,k          | 23-730-237-5786 | instructions detect furiously ironic requests. carefully pending accounts after t
   1560.46 | Supplier#000009188 | Nation13  |    144159 | Manufacturer#1            | BbyEfF1ff E3WNsMWSN0c,IZKt7Hu,k          | 23-730-237-5786 | instructions detect furiously ironic requests. carefully pending accounts after t
   1549.59 | Supplier#000000296 | Nation14  |     82771 | Manufacturer#4            | g,WJbekrbjAcpNtn2QRsWtYx2RNVk 9aY        | 24-250-680-5383 | through the blithely regular depo
   1549.59 | Supplier#000000296 | Nation14  |     82771 | Manufacturer#4            | g,WJbekrbjAcpNtn2QRsWtYx2RNVk 9aY        | 24-250-680-5383 | through the blithely regular depo
   1541.19 | Supplier#000004318 | INDIA     |     79303 | Manufacturer#2            | TnLaWeEdA5Hz1yKKi07g6fPtvCF 0fh3Lsvi     | 18-448-117-5693 | key players boost blithely regular ideas. accounts haggle multipliers. f
   1541.19 | Supplier#000004318 | INDIA     |     79303 | Manufacturer#2            | TnLaWeEdA5Hz1yKKi07g6fPtvCF 0fh3Lsvi     | 18-448-117-5693 | key players boost blithely regular ideas. accounts haggle multipliers. f
   1541.19 | Supplier#000004318 | INDIA     |     79303 | Manufacturer#2            | TnLaWeEdA5Hz1yKKi07g6fPtvCF 0fh3Lsvi     | 18-448-117-5693 | key players boost blithely regular ideas. accounts haggle multipliers. f
   1541.19 | Supplier#000004318 | INDIA     |     79303 | Manufacturer#2            | TnLaWeEdA5Hz1yKKi07g6fPtvCF 0fh3Lsvi     | 18-448-117-5693 | key players boost blithely regular ideas. accounts haggle multipliers. f
   1541.19 | Supplier#000004318 | Nation8   |     79303 | Manufacturer#2            | TnLaWeEdA5Hz1yKKi07g6fPtvCF 0fh3Lsvi     | 18-448-117-5693 | key players boost blithely regular ideas. accounts haggle multipliers. f
   1541.19 | Supplier#000004318 | Nation8   |     79303 | Manufacturer#2            | TnLaWeEdA5Hz1yKKi07g6fPtvCF 0fh3Lsvi     | 18-448-117-5693 | key players boost blithely regular ideas. accounts haggle multipliers. f
   1541.13 | Supplier#000004427 | Nation6   |    101916 | Manufacturer#4            | 68zmtilvyc6Y9iQop8PNifY8o                | 16-701-355-1019 | ding, bold accounts. slyly express pinto beans
   1541.13 | Supplier#000004427 | Nation6   |    101916 | Manufacturer#4            | 68zmtilvyc6Y9iQop8PNifY8o                | 16-701-355-1019 | ding, bold accounts. slyly express pinto beans
   1519.16 | Supplier#000007454 | INDONESIA |     57453 | Manufacturer#2            | gybI3LobLdbZeZ                           | 19-315-642-4922 | ate slyly express requests; permanent foxes boost along the furiously regul
   1519.16 | Supplier#000007454 | INDONESIA |     57453 | Manufacturer#2            | gybI3LobLdbZeZ                           | 19-315-642-4922 | ate slyly express requests; permanent foxes boost along the furiously regul
   1519.16 | Supplier#000007454 | INDONESIA |     57453 | Manufacturer#2            | gybI3LobLdbZeZ                           | 19-315-642-4922 | ate slyly express requests; permanent foxes boost along the furiously regul
   1519.16 | Supplier#000007454 | INDONESIA |     57453 | Manufacturer#2            | gybI3LobLdbZeZ                           | 19-315-642-4922 | ate slyly express requests; permanent foxes boost along the furiously regul
   1485.45 | Supplier#000000320 | Nation21  |    147805 | Manufacturer#1            | v2FlHgKKiGiDwR7uoJNWF                    | 31-984-744-5308 | ns nag carefully carefully pending platelets. pending deposits dazzle. requests above the i
   1485.45 | Supplier#000000320 | Nation21  |    147805 | Manufacturer#1            | v2FlHgKKiGiDwR7uoJNWF                    | 31-984-744-5308 | ns nag carefully carefully pending platelets. pending deposits dazzle. requests above the i
   1485.45 | Supplier#000000320 | VIETNAM   |    147805 | Manufacturer#1            | v2FlHgKKiGiDwR7uoJNWF                    | 31-984-744-5308 | ns nag carefully carefully pending platelets. pending deposits dazzle. requests above the i
   1485.45 | Supplier#000000320 | VIETNAM   |    147805 | Manufacturer#1            | v2FlHgKKiGiDwR7uoJNWF                    | 31-984-744-5308 | ns nag carefully carefully pending platelets. pending deposits dazzle. requests above the i
   1473.27 | Supplier#000004480 | Nation21  |     41975 | Manufacturer#2            | Y5IH27lNQEwL2PG6Vd0Lzpg49l2xJXNeD        | 31-991-148-7977 |  across the quickly special requests ar
   1473.27 | Supplier#000004480 | Nation21  |     41975 | Manufacturer#2            | Y5IH27lNQEwL2PG6Vd0Lzpg49l2xJXNeD        | 31-991-148-7977 |  across the quickly special requests ar
   1473.27 | Supplier#000004480 | VIETNAM   |     41975 | Manufacturer#2            | Y5IH27lNQEwL2PG6Vd0Lzpg49l2xJXNeD        | 31-991-148-7977 |  across the quickly special requests ar
   1473.27 | Supplier#000004480 | VIETNAM   |     41975 | Manufacturer#2            | Y5IH27lNQEwL2PG6Vd0Lzpg49l2xJXNeD        | 31-991-148-7977 |  across the quickly special requests ar
   1438.45 | Supplier#000002697 | CHINA     |    197658 | Manufacturer#1            | qiE2VlquDc7kgapBF                        | 28-183-549-4660 | permanent asymptotes haggle around the accounts. furiously t
   1438.45 | Supplier#000002697 | CHINA     |    197658 | Manufacturer#1            | qiE2VlquDc7kgapBF                        | 28-183-549-4660 | permanent asymptotes haggle around the accounts. furiously t
   1437.89 | Supplier#000002764 | INDONESIA |     65245 | Manufacturer#5            | lHWP7g8NCterjtVbJgoAOg                   | 19-902-749-1334 |  accounts detect among the
   1437.89 | Supplier#000002764 | INDONESIA |     65245 | Manufacturer#5            | lHWP7g8NCterjtVbJgoAOg                   | 19-902-749-1334 |  accounts detect among the
   1437.89 | Supplier#000002764 | INDONESIA |     65245 | Manufacturer#5            | lHWP7g8NCterjtVbJgoAOg                   | 19-902-749-1334 |  accounts detect among the
   1437.89 | Supplier#000002764 | INDONESIA |     65245 | Manufacturer#5            | lHWP7g8NCterjtVbJgoAOg                   | 19-902-749-1334 |  accounts detect among the
   1437.89 | Supplier#000002764 | INDONESIA |    195206 | Manufacturer#3            | lHWP7g8NCterjtVbJgoAOg                   | 19-902-749-1334 |  accounts detect among the
   1437.89 | Supplier#000002764 | INDONESIA |    195206 | Manufacturer#3            | lHWP7g8NCterjtVbJgoAOg                   | 19-902-749-1334 |  accounts detect among the
   1437.89 | Supplier#000002764 | INDONESIA |    195206 | Manufacturer#3            | lHWP7g8NCterjtVbJgoAOg                   | 19-902-749-1334 |  accounts detect among the
   1437.89 | Supplier#000002764 | INDONESIA |    195206 | Manufacturer#3            | lHWP7g8NCterjtVbJgoAOg                   | 19-902-749-1334 |  accounts detect among the
   1429.93 | Supplier#000005357 | Nation13  |     72849 | Manufacturer#4            | Ci21sYQz0kD8F4vyUWk                      | 23-717-663-7315 | into beans detect blithely across the foxes. unusual foxes nag furiously according to the s
   1429.93 | Supplier#000005357 | Nation13  |     72849 | Manufacturer#4            | Ci21sYQz0kD8F4vyUWk                      | 23-717-663-7315 | into beans detect blithely across the foxes. unusual foxes nag furiously according to the s
   1412.68 | Supplier#000006540 | Nation6   |    188985 | Manufacturer#3            | 5Ei79tKvLpWmzv                           | 16-484-323-6983 | the carefully special foxes; furiously final accounts boost. instructio
   1412.68 | Supplier#000006540 | Nation6   |    188985 | Manufacturer#3            | 5Ei79tKvLpWmzv                           | 16-484-323-6983 | the carefully special foxes; furiously final accounts boost. instructio
   1397.96 | Supplier#000004391 | Nation21  |     99372 | Manufacturer#3            | pcsiJBhSEHuFHNAxR3K c                    | 31-930-718-6023 | unts nag quickly carefully express dependencies. fluffily regular de
   1397.96 | Supplier#000004391 | Nation21  |     99372 | Manufacturer#3            | pcsiJBhSEHuFHNAxR3K c                    | 31-930-718-6023 | unts nag quickly carefully express dependencies. fluffily regular de
   1397.96 | Supplier#000004391 | VIETNAM   |     99372 | Manufacturer#3            | pcsiJBhSEHuFHNAxR3K c                    | 31-930-718-6023 | unts nag quickly carefully express dependencies. fluffily regular de
   1397.96 | Supplier#000004391 | VIETNAM   |     99372 | Manufacturer#3            | pcsiJBhSEHuFHNAxR3K c                    | 31-930-718-6023 | unts nag quickly carefully express dependencies. fluffily regular de
   1396.15 | Supplier#000004471 | CHINA     |      9470 | Manufacturer#3            | N,TTUEjO,aX3CVT2OVCCewJ                  | 28-628-863-1077 | according to the slyly regular pinto beans. furiously ironic asymptotes 
   1396.15 | Supplier#000004471 | CHINA     |      9470 | Manufacturer#3            | N,TTUEjO,aX3CVT2OVCCewJ                  | 28-628-863-1077 | according to the slyly regular pinto beans. furiously ironic asymptotes 
   1384.41 | Supplier#000008099 | INDIA     |    100568 | Manufacturer#1            | Pqy18znGQbk                              | 18-983-205-6959 | ix quickly. blithely even acc
   1384.41 | Supplier#000008099 | INDIA     |    100568 | Manufacturer#1            | Pqy18znGQbk                              | 18-983-205-6959 | ix quickly. blithely even acc
   1384.41 | Supplier#000008099 | INDIA     |    100568 | Manufacturer#1            | Pqy18znGQbk                              | 18-983-205-6959 | ix quickly. blithely even acc
   1384.41 | Supplier#000008099 | INDIA     |    100568 | Manufacturer#1            | Pqy18znGQbk                              | 18-983-205-6959 | ix quickly. blithely even acc
   1384.41 | Supplier#000008099 | Nation8   |    100568 | Manufacturer#1            | Pqy18znGQbk                              | 18-983-205-6959 | ix quickly. blithely even acc
   1384.41 | Supplier#000008099 | Nation8   |    100568 | Manufacturer#1            | Pqy18znGQbk                              | 18-983-205-6959 | ix quickly. blithely even acc
   1350.22 | Supplier#000004340 | Nation5   |    126803 | Manufacturer#2            | eKNZibEcZCqmfFZ7                         | 15-936-199-5467 | latelets. furiously regular packages sleep accounts. blithel
   1350.22 | Supplier#000004340 | Nation5   |    126803 | Manufacturer#2            | eKNZibEcZCqmfFZ7                         | 15-936-199-5467 | latelets. furiously regular packages sleep accounts. blithel
   1294.22 | Supplier#000004621 | Nation5   |     99602 | Manufacturer#1            | YYLVWPlth5Ve7LGwPoWC8e2Osnb8cunXrS2jW3b  | 15-865-976-9704 |  final accounts sleep slyly requests. blithely ruthless requests detect to the p
   1294.22 | Supplier#000004621 | Nation5   |     99602 | Manufacturer#1            | YYLVWPlth5Ve7LGwPoWC8e2Osnb8cunXrS2jW3b  | 15-865-976-9704 |  final accounts sleep slyly requests. blithely ruthless requests detect to the p
   1256.63 | Supplier#000002226 | Nation13  |    192225 | Manufacturer#4            | rkAwkWxiDTRY9qsBzcKokXjaiR60WhoL3ptD     | 23-592-231-1431 | unusual dependencies above the furiously special packages
   1256.63 | Supplier#000002226 | Nation13  |    192225 | Manufacturer#4            | rkAwkWxiDTRY9qsBzcKokXjaiR60WhoL3ptD     | 23-592-231-1431 | unusual dependencies above the furiously special packages
   1215.77 | Supplier#000004776 | INDIA     |     14775 | Manufacturer#3            | rqBhrPpxZFhTZQ8V3BjoCv8L14Wy67Jy2Y       | 18-924-758-6273 | y regular requests. special instructions us
   1215.77 | Supplier#000004776 | INDIA     |     14775 | Manufacturer#3            | rqBhrPpxZFhTZQ8V3BjoCv8L14Wy67Jy2Y       | 18-924-758-6273 | y regular requests. special instructions us
   1215.77 | Supplier#000004776 | INDIA     |     14775 | Manufacturer#3            | rqBhrPpxZFhTZQ8V3BjoCv8L14Wy67Jy2Y       | 18-924-758-6273 | y regular requests. special instructions us
   1215.77 | Supplier#000004776 | INDIA     |     14775 | Manufacturer#3            | rqBhrPpxZFhTZQ8V3BjoCv8L14Wy67Jy2Y       | 18-924-758-6273 | y regular requests. special instructions us
   1215.77 | Supplier#000004776 | Nation8   |     14775 | Manufacturer#3            | rqBhrPpxZFhTZQ8V3BjoCv8L14Wy67Jy2Y       | 18-924-758-6273 | y regular requests. special instructions us
   1215.77 | Supplier#000004776 | Nation8   |     14775 | Manufacturer#3            | rqBhrPpxZFhTZQ8V3BjoCv8L14Wy67Jy2Y       | 18-924-758-6273 | y regular requests. special instructions us
   1194.19 | Supplier#000009963 | Nation14  |     19962 | Manufacturer#4            | yms65U1v,uJoBIMrSyWYVb61wKFv,,lpd        | 24-279-658-5755 | ag special requests. carefully final ins
   1194.19 | Supplier#000009963 | Nation14  |     19962 | Manufacturer#4            | yms65U1v,uJoBIMrSyWYVb61wKFv,,lpd        | 24-279-658-5755 | ag special requests. carefully final ins
   1191.31 | Supplier#000002233 | Nation5   |     49728 | Manufacturer#1            | pyKMeYFHVDx61EeR                         | 15-509-673-3425 | pending packages are carefully silent accounts. special ideas print. silently iron
   1191.31 | Supplier#000002233 | Nation5   |     49728 | Manufacturer#1            | pyKMeYFHVDx61EeR                         | 15-509-673-3425 | pending packages are carefully silent accounts. special ideas print. silently iron
   1191.31 | Supplier#000002233 | Nation5   |    159717 | Manufacturer#3            | pyKMeYFHVDx61EeR                         | 15-509-673-3425 | pending packages are carefully silent accounts. special ideas print. silently iron
   1191.31 | Supplier#000002233 | Nation5   |    159717 | Manufacturer#3            | pyKMeYFHVDx61EeR                         | 15-509-673-3425 | pending packages are carefully silent accounts. special ideas print. silently iron
   1159.28 | Supplier#000002023 | Nation5   |    184468 | Manufacturer#5            | qofT29jef,Wu4PR75k5 0T8sKKyCu6           | 15-826-899-7652 | -- slyly silent foxes cajole quickly. doggedly even depths cajole sometimes. final, ir
   1159.28 | Supplier#000002023 | Nation5   |    184468 | Manufacturer#5            | qofT29jef,Wu4PR75k5 0T8sKKyCu6           | 15-826-899-7652 | -- slyly silent foxes cajole quickly. doggedly even depths cajole sometimes. final, ir
   1157.24 | Supplier#000005560 | Nation6   |    108029 | Manufacturer#1            | z0Jh6VLf9nyWNaYCkI4ub8Z                  | 16-263-437-5752 | ainst the ideas cajole requests
   1157.24 | Supplier#000005560 | Nation6   |    108029 | Manufacturer#1            | z0Jh6VLf9nyWNaYCkI4ub8Z                  | 16-263-437-5752 | ainst the ideas cajole requests
   1152.96 | Supplier#000007582 | Nation6   |    192543 | Manufacturer#3            | XhM0z6DsdvpXzo4Xe67e                     | 16-246-633-4829 | nticingly even pinto beans. furiously ironic packages above the thinly
   1152.96 | Supplier#000007582 | Nation6   |    192543 | Manufacturer#3            | XhM0z6DsdvpXzo4Xe67e                     | 16-246-633-4829 | nticingly even pinto beans. furiously ironic packages above the thinly
   1152.60 | Supplier#000009125 | Nation21  |     59124 | Manufacturer#4            | IQbCXbN1mmght                            | 31-864-673-9551 | s? pending pinto beans above the ideas nag across the ironic, unusual accounts. quickly
   1152.60 | Supplier#000009125 | Nation21  |     59124 | Manufacturer#4            | IQbCXbN1mmght                            | 31-864-673-9551 | s? pending pinto beans above the ideas nag across the ironic, unusual accounts. quickly
   1152.60 | Supplier#000009125 | VIETNAM   |     59124 | Manufacturer#4            | IQbCXbN1mmght                            | 31-864-673-9551 | s? pending pinto beans above the ideas nag across the ironic, unusual accounts. quickly
   1152.60 | Supplier#000009125 | VIETNAM   |     59124 | Manufacturer#4            | IQbCXbN1mmght                            | 31-864-673-9551 | s? pending pinto beans above the ideas nag across the ironic, unusual accounts. quickly
   1152.25 | Supplier#000003094 | Nation21  |    185539 | Manufacturer#1            | hO4pweMKWo50zYMg4ENpoSpZ15YoVFvYcK       | 31-968-969-2992 | le stealthily. special, even theodolites cajole blithely across the r
   1152.25 | Supplier#000003094 | Nation21  |    185539 | Manufacturer#1            | hO4pweMKWo50zYMg4ENpoSpZ15YoVFvYcK       | 31-968-969-2992 | le stealthily. special, even theodolites cajole blithely across the r
   1152.25 | Supplier#000003094 | VIETNAM   |    185539 | Manufacturer#1            | hO4pweMKWo50zYMg4ENpoSpZ15YoVFvYcK       | 31-968-969-2992 | le stealthily. special, even theodolites cajole blithely across the r
   1152.25 | Supplier#000003094 | VIETNAM   |    185539 | Manufacturer#1            | hO4pweMKWo50zYMg4ENpoSpZ15YoVFvYcK       | 31-968-969-2992 | le stealthily. special, even theodolites cajole blithely across the r
   1135.51 | Supplier#000008135 | Nation21  |     65628 | Manufacturer#5            | mKPh z1XL4whRyf67Hq8D6UQo3yU             | 31-501-571-4779 | lithely alongside of the blithely bold accounts. slyly regula
   1135.51 | Supplier#000008135 | Nation21  |     65628 | Manufacturer#5            | mKPh z1XL4whRyf67Hq8D6UQo3yU             | 31-501-571-4779 | lithely alongside of the blithely bold accounts. slyly regula
   1135.51 | Supplier#000008135 | VIETNAM   |     65628 | Manufacturer#5            | mKPh z1XL4whRyf67Hq8D6UQo3yU             | 31-501-571-4779 | lithely alongside of the blithely bold accounts. slyly regula
   1135.51 | Supplier#000008135 | VIETNAM   |     65628 | Manufacturer#5            | mKPh z1XL4whRyf67Hq8D6UQo3yU             | 31-501-571-4779 | lithely alongside of the blithely bold accounts. slyly regula
   1131.80 | Supplier#000006124 | INDIA     |    133610 | Manufacturer#1            | KsV6PYudv3JASdU85i                       | 18-876-513-4459 | ar requests. even deposits wake pending instructions. fluffily unusual excuses was slyly ab
   1131.80 | Supplier#000006124 | INDIA     |    133610 | Manufacturer#1            | KsV6PYudv3JASdU85i                       | 18-876-513-4459 | ar requests. even deposits wake pending instructions. fluffily unusual excuses was slyly ab
   1131.80 | Supplier#000006124 | INDIA     |    133610 | Manufacturer#1            | KsV6PYudv3JASdU85i                       | 18-876-513-4459 | ar requests. even deposits wake pending instructions. fluffily unusual excuses was slyly ab
   1131.80 | Supplier#000006124 | INDIA     |    133610 | Manufacturer#1            | KsV6PYudv3JASdU85i                       | 18-876-513-4459 | ar requests. even deposits wake pending instructions. fluffily unusual excuses was slyly ab
   1131.80 | Supplier#000006124 | Nation8   |    133610 | Manufacturer#1            | KsV6PYudv3JASdU85i                       | 18-876-513-4459 | ar requests. even deposits wake pending instructions. fluffily unusual excuses was slyly ab
   1131.80 | Supplier#000006124 | Nation8   |    133610 | Manufacturer#1            | KsV6PYudv3JASdU85i                       | 18-876-513-4459 | ar requests. even deposits wake pending instructions. fluffily unusual excuses was slyly ab
   1121.19 | Supplier#000009488 | JAPAN     |    184451 | Manufacturer#5            | Sh0ia0he7Z9jiOqTgtaiN0Sa                 | 22-813-963-1426 | y ironic somas. blithely stealthy deposits around the blithely even accounts print quic
   1121.19 | Supplier#000009488 | JAPAN     |    184451 | Manufacturer#5            | Sh0ia0he7Z9jiOqTgtaiN0Sa                 | 22-813-963-1426 | y ironic somas. blithely stealthy deposits around the blithely even accounts print quic
   1106.07 | Supplier#000000332 | INDONESIA |     92804 | Manufacturer#1            | OpvOrxiHWJ6QM                            | 19-777-809-6033 | ve the furiously pending warthogs. slyly special ideas haggle carefully. express
   1106.07 | Supplier#000000332 | INDONESIA |     92804 | Manufacturer#1            | OpvOrxiHWJ6QM                            | 19-777-809-6033 | ve the furiously pending warthogs. slyly special ideas haggle carefully. express
   1106.07 | Supplier#000000332 | INDONESIA |     92804 | Manufacturer#1            | OpvOrxiHWJ6QM                            | 19-777-809-6033 | ve the furiously pending warthogs. slyly special ideas haggle carefully. express
   1106.07 | Supplier#000000332 | INDONESIA |     92804 | Manufacturer#1            | OpvOrxiHWJ6QM                            | 19-777-809-6033 | ve the furiously pending warthogs. slyly special ideas haggle carefully. express
   1103.22 | Supplier#000004155 | CHINA     |      1654 | Manufacturer#2            | 1kFL1WiHShkArhTmnzyE2x4QLO               | 28-897-120-9617 | posits sleep quickly at the instructions. carefully final excuses sleep. bold, special pack
   1103.22 | Supplier#000004155 | CHINA     |      1654 | Manufacturer#2            | 1kFL1WiHShkArhTmnzyE2x4QLO               | 28-897-120-9617 | posits sleep quickly at the instructions. carefully final excuses sleep. bold, special pack
   1099.28 | Supplier#000006867 | CHINA     |    169318 | Manufacturer#3            | QqN,6nvxhphZJM84MvBXuadwxJdSwgC9N3BzG    | 28-106-503-2513 | ly. even deposits are fluffily among the carefully final accounts. slyly ironic 
   1099.28 | Supplier#000006867 | CHINA     |    169318 | Manufacturer#3            | QqN,6nvxhphZJM84MvBXuadwxJdSwgC9N3BzG    | 28-106-503-2513 | ly. even deposits are fluffily among the carefully final accounts. slyly ironic 
   1085.89 | Supplier#000002757 | INDONESIA |       256 | Manufacturer#3            | CaERkgKvPpr4LVD7voAskre1t8mzOHd 47mHT    | 19-959-961-5223 | ggle blithely. regular accounts 
   1085.89 | Supplier#000002757 | INDONESIA |       256 | Manufacturer#3            | CaERkgKvPpr4LVD7voAskre1t8mzOHd 47mHT    | 19-959-961-5223 | ggle blithely. regular accounts 
   1085.89 | Supplier#000002757 | INDONESIA |       256 | Manufacturer#3            | CaERkgKvPpr4LVD7voAskre1t8mzOHd 47mHT    | 19-959-961-5223 | ggle blithely. regular accounts 
   1085.89 | Supplier#000002757 | INDONESIA |       256 | Manufacturer#3            | CaERkgKvPpr4LVD7voAskre1t8mzOHd 47mHT    | 19-959-961-5223 | ggle blithely. regular accounts 
   1072.26 | Supplier#000002594 | INDONESIA |        93 | Manufacturer#2            | BJdtygY30B7X6fqO4iCQukCWuseKiUkdTKC9aIhe | 19-468-860-7708 | sly slow depths cajole fluffily. final acco
   1072.26 | Supplier#000002594 | INDONESIA |        93 | Manufacturer#2            | BJdtygY30B7X6fqO4iCQukCWuseKiUkdTKC9aIhe | 19-468-860-7708 | sly slow depths cajole fluffily. final acco
   1072.26 | Supplier#000002594 | INDONESIA |        93 | Manufacturer#2            | BJdtygY30B7X6fqO4iCQukCWuseKiUkdTKC9aIhe | 19-468-860-7708 | sly slow depths cajole fluffily. final acco
   1072.26 | Supplier#000002594 | INDONESIA |        93 | Manufacturer#2            | BJdtygY30B7X6fqO4iCQukCWuseKiUkdTKC9aIhe | 19-468-860-7708 | sly slow depths cajole fluffily. final acco
   1072.26 | Supplier#000002594 | INDONESIA |     27589 | Manufacturer#3            | BJdtygY30B7X6fqO4iCQukCWuseKiUkdTKC9aIhe | 19-468-860-7708 | sly slow depths cajole fluffily. final acco
